OBJECTID,List entry number,Name,Schedule date,Amendment date,Capture scale,NHLE link,Area (ha),National Grid Reference,Easting,Northing,Name_2,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,fid,OBJECTID_2,ListEntry,SchedDate,AmendDate,CaptureSca,hyperlink,area_ha,NGR,Easting_2,Northing_2,SHAPE_Leng,SHAPE_Area,longitude,latitude
9079,1010890,Two bowl barrows 200m SSW of Rollestone Camp,3/24/1995 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010890,0.0387919285334818,SU 09270 44577,409270,144577,Two bowl barrows 200m SSW of Rollestone Camp,,,,,,-1,0,-1,,,1139,9082,1010890,1995/03/24,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010890,0.038791928533482,SU 09270 44577,409270.30700111,144576.84105254,74.9379016134869,387.610803499268,-1.8687044302143863,51.20033421156624
9081,1010892,Bowl barrow 350m north west of Greenland Farm,6/12/1995 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010892,0.0907085718813719,SU 09590 44026,409590,144026,Bowl barrow 350m north west of Greenland Farm,,,,,,-1,0,-1,,,1133,9084,1010892,1995/06/12,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010892,0.090708571881372,SU 09590 44026,409589.96899986,144025.65600013,106.7731211164,906.364542482212,-1.8641389903406074,51.19537445373342
9082,1010893,Bowl barrow 450m south of Greenland Farm,3/10/1925 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010893,0.119310700427881,SU 09858 43274,409858,143274,Bowl barrow 450m south of Greenland Farm,,,,,,-1,0,-1,,,1150,9085,1010893,1925/03/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010893,0.119310700427881,SU 09858 43274,409857.87899971,143273.62100029,122.454794954134,1192.15859600432,-1.8603240706892106,51.18860802795619
9083,1010894,"Saucer barrow and bowl barrow 250m north of A344, south of the Lesser Cursus",6/10/1952 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010894,0.264146630254128,SU 10397 43104,410397,143104,"Saucer barrow and bowl barrow 250m north of A344, south of the Lesser Cursus",,,,,,-1,0,-1,,,1151,9086,1010894,1952/06/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010894,0.264146630254128,SU 10397 43104,410397.49650001,143103.64185904,211.812006183208,2639.36724549903,-1.8526164877756104,51.18706995900038
9084,1010895,Pond barrow 50m north of A344 west of The Cursus,6/10/1952 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010895,0.0445342181036708,SU 10435 42868,410435,142868,Pond barrow 50m north of A344 west of The Cursus,,,,,,-1,0,-1,,,1152,9087,1010895,1952/06/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010895,0.044534218103671,SU 10435 42868,410434.55400276,142867.59000206,75.0888679637357,444.988314517174,-1.8520795516042339,51.18494718120505
9086,1010897,"Bowl barrow 400m SSE of Greenland Farm, forming part of a linear round barrow cemetery west of the Lesser Cursus",3/10/1925 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010897,0.100200446560202,SU 10047 43419,410047,143419,"Bowl barrow 400m SSE of Greenland Farm, forming part of a linear round barrow cemetery west of the Lesser Cursus",,,,,,-1,0,-1,,,1140,9089,1010897,1925/03/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010897,0.100200446560202,SU 10047 43419,410047.49699974,143419.17700004,112.632419912386,1001.20803001305,-1.8576156945974436,51.189908602447055
9087,1010898,"Bowl barrow 400m south east of Greenland Farm, forming part of a linear round barrow cemetery west of the Lesser Cursus",3/10/1925 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010898,0.0695840873838098,SU 10120 43461,410120,143461,"Bowl barrow 400m south east of Greenland Farm, forming part of a linear round barrow cemetery west of the Lesser Cursus",,,,,,-1,0,-1,,,1141,9090,1010898,1925/03/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010898,0.06958408738381,SU 10120 43461,410120.0000019,143460.75900078,93.8606535880192,695.287859980467,-1.8565699516435845,51.190284989474954
9088,1010899,"Bell barrow 450m south east of Greenland Farm, forming part of a linear round barrow cemetery west of the Lesser Cursus",3/10/1925 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010899,0.100200435923269,SU 10180 43458,410180,143458,"Bell barrow 450m south east of Greenland Farm, forming part of a linear round barrow cemetery west of the Lesser Cursus",,,,,,-1,0,-1,,,1142,9091,1010899,1925/03/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010899,0.100200435923269,SU 10180 43458,410179.95800209,143457.72300148,112.63241956506,1001.2080299977,-1.8557114757767483,51.19025696012153
9089,1010900,"Bowl barrow 500m south east of Greenland Farm, forming part of a linear round barrow cemetery west of the Lesser Cursus",3/10/1925 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010900,0.100201086930512,SU 10241 43444,410241,143444,"Bowl barrow 500m south east of Greenland Farm, forming part of a linear round barrow cemetery west of the Lesser Cursus",,,,,,-1,0,-1,,,1143,9092,1010900,1925/03/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010900,0.100201086930512,SU 10241 43444,410240.67500114,143444.06200218,112.632787210306,1001.21456899877,-1.8548390018250906,51.19012999570102
9090,1010901,The Lesser Cursus and a triple bowl barrow forming part of a linear round barrow cemetery south east of Greenland Farm on Winterbourne Stoke Down,3/10/1925 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010901,2.70462222617923,SU 10511 43486,410511,143486,The Lesser Cursus and a triple bowl barrow forming part of a linear round barrow cemetery south east of Greenland Farm on Winterbourne Stoke Down,,,,,,-1,0,-1,,,1130,9093,1010901,1925/03/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010901,2.70462222617923,SU 10511 43486,410511.19350051,143485.59812404,995.246286326481,27024.7336964898,-1.850974279824038,51.19050280799853
9091,1010902,"Disc barrow 400m north of A344, south east of Greenland Farm",6/10/1952 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010902,0.242461720272529,SU 10163 43275,410163,143275,"Disc barrow 400m north of A344, south east of Greenland Farm",,,,,,-1,0,-1,,,1148,9094,1010902,1952/06/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010902,0.242461720272529,SU 10163 43275,410163.0360012,143274.55400276,175.206491395433,2422.69020347033,-1.8559598545039027,51.18861173878241
9092,1010903,"Bowl barrow 300m north of A344, south west of the Lesser Cursus",6/10/1952 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010903,0.0606149160367816,SU 10318 43138,410318,143138,"Bowl barrow 300m north of A344, south west of the Lesser Cursus",,,,,,-1,0,-1,,,1132,9095,1010903,1952/06/10,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010903,0.060614916036782,SU 10318 43138,410317.63200187,143137.94099998,87.6028786336855,605.667464995464,-1.8537458804261349,51.1873770999863
9093,1010904,"Two bell barrows, two bowl barrows and a disc barrow which form the greater part of Rollestone Field linear round barrow cemetery",3/10/1925 12:00:00 AM,3/30/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010904,0.959218421858456,SU 09282 44128,409282,144128,"Two bell barrows, two bowl barrows and a disc barrow which form the greater part of Rollestone Field linear round barrow cemetery",,,,,,-1,0,-1,,,1129,9096,1010904,1925/03/10,1995/03/30,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010904,0.959218421858456,SU 09282 44128,409281.62200164,144127.91276971,372.925719706497,9584.55571194445,-1.8685441478499685,51.196296653192945
9094,1010905,Bowl barrow 250m north of Greenland Farm,4/18/1955 12:00:00 AM,5/23/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010905,0.107429538828821,SU 09885 44089,409885,144089,Bowl barrow 250m north of Greenland Farm,,,,,,-1,0,-1,,,1146,9097,1010905,1955/04/18,1995/05/23,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010905,0.107429538828821,SU 09885 44089,409884.61599922,144089.46500206,116.196978741431,1073.44142551776,-1.8599155567856307,51.19593597567498
9097,1010908,Lanhill Barrow: a long barrow 300m south of Sparrow Farm,7/2/1925 12:00:00 AM,2/14/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010908,0.228459113493922,ST 87736 74719,387736,174719,Lanhill Barrow: a long barrow 300m south of Sparrow Farm,,,,,,-1,0,-1,,,1149,9100,1010908,1925/07/02,1992/02/14,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010908,0.228459113493922,ST 87736 74719,387736.40650177,174718.65654711,204.69578046768,2282.77814445019,-2.177957245664166,51.47130048539689
9098,1010909,Cuckney motte and bailey castle,4/28/1953 12:00:00 AM,10/23/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010909,1.92351504275976,SK 56582 71405,456582,371405,Cuckney motte and bailey castle,,,,,,-1,0,-1,,,1261,9101,1010909,1953/04/28,1992/10/23,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010909,1.92351504275976,SK 56582 71405,456582.28100204,371404.60237505,595.276574571017,19221.3250615065,-1.1537130384603334,53.236670419985096
9103,1010914,"Moated site at New Hall, Thurlaston",9/26/1952 12:00:00 AM,8/5/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010914,0.672027113821755,SK 50709 00363,450709,300363,"Moated site at New Hall, Thurlaston",,,,,,-1,0,-1,,,1260,9106,1010914,1952/09/26,1992/08/05,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010914,0.672027113821755,SK 50709 00363,450709.34250068,300363.39729382,325.953537931211,6715.33804700917,-1.2527668806586245,52.59870043095762
9106,1010917,"Oval barrow, the north-western of two on Stoughton Down",9/28/1954 12:00:00 AM,1/13/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010917,0.134683004278941,SU 82174 12187,482174,112187,"Oval barrow, the north-western of two on Stoughton Down",,,,,,-1,0,-1,,,1259,9109,1010917,1954/09/28,1992/01/13,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010917,0.134683004278941,SU 82174 12187,482173.74850082,112186.93900108,132.220495996016,1345.97954749245,-0.8327385661731977,50.90331934531419
9108,1010919,"Oval barrow, the south-eastern of two on Stoughton Down",8/2/1955 12:00:00 AM,3/31/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010919,0.0678112318719236,SU 82342 12047,482342,112047,"Oval barrow, the south-eastern of two on Stoughton Down",,,,,,-1,0,-1,,,1243,9111,1010919,1955/08/02,1992/03/31,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010919,0.067811231871924,SU 82342 12047,482342.354002,112047.17965193,93.8418227584758,677.684575497585,-0.8303814289560918,50.90203677068011
9111,1010922,Bowl barrow 91m south of Piney Sleight Farm,2/26/1934 12:00:00 AM,1/7/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010922,0.0309244494330365,ST 47589 55263,347589,155263,Bowl barrow 91m south of Piney Sleight Farm,,,,,,-1,0,-1,,,1247,9114,1010922,1934/02/26,1992/01/07,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010922,0.030924449433037,ST 47589 55263,347589.13200187,155262.96400261,62.573967903893,309.018785997278,-2.7530477185579305,51.294071528786034
9114,1010925,"Castle Hill motte and bailey, Beaumont Chase",2/13/1953 12:00:00 AM,2/10/1992 12:00:00 AM,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1010925,0.838456434767401,SK 85000 00487,485000,300487,"Castle Hill motte and bailey, Beaumont Chase",,,,,,-1,0,-1,,,1246,9117,1010925,1953/02/13,1992/02/10,1:2500,https://historicengland.org.uk/listing/the-list/list-entry/1010925,0.838456434767401,SK 85000 00487,485000.31850052,300487.14871871,363.900378689972,8379.36641745967,-0.7465688360479603,52.5955408889122
9119,1010930,Lean Low bowl barrow,6/16/1970 12:00:00 AM,7/13/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010930,0.0339789153121491,SK 14953 62219,414953,362219,Lean Low bowl barrow,,,,,,-1,0,-1,,,1254,9122,1010930,1970/06/16,1992/07/13,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010930,0.033978915312149,SK 14953 62219,414952.78700065,362219.19315815,66.2612191015327,339.520104495633,-1.7778379915709723,53.15689418980381
9124,1010935,Walwick Fell Roman temporary camp,12/12/1928 12:00:00 AM,7/14/1997 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010935,1.34110150305214,NY 88655 70815,388655,570815,Walwick Fell Roman temporary camp,,,,,,-1,0,-1,,,1258,9127,1010935,1928/12/12,1997/07/14,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010935,1.34110150305214,NY 88655 70815,388654.66950035,570814.6766271,450.696145102892,13400.3650849841,-2.1790220459143708,55.031727685551154
9127,1010938,Coesike West Roman temporary camps 1 and 2,12/12/1928 12:00:00 AM,7/14/1997 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010938,0.890726948602134,NY 81794 70109,381794,570109,Coesike West Roman temporary camps 1 and 2,,,,,,-1,0,-1,,,1263,9130,1010938,1928/12/12,1997/07/14,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010938,0.890726948602134,NY 81794 70109,381793.54649925,570108.64831696,377.731970222873,8900.24000851425,-2.2863130110364676,55.02517815471109
9128,1010939,Grindon School Roman temporary camp,12/12/1928 12:00:00 AM,7/14/1997 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010939,0.60888121545946,NY 81389 69784,381389,569784,Grindon School Roman temporary camp,,,,,,-1,0,-1,,,1264,9131,1010939,1928/12/12,1997/07/14,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010939,0.60888121545946,NY 81389 69784,381388.7425003,569784.1840009,312.000366315513,6084.00940700916,-2.292626652994315,55.0222426238776
9131,1010942,Bean Burn 1 Roman temporary camp,12/12/1928 12:00:00 AM,7/14/1997 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010942,0.733226839808326,NY 75694 66022,375694,566022,Bean Burn 1 Roman temporary camp,,,,,,-1,0,-1,,,1255,9134,1010942,1928/12/12,1997/07/14,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010942,0.733226839808326,NY 75694 66022,375694.09750175,566021.70845157,342.046630422053,7326.52940801507,-2.3813785554157865,54.98819054699762
9139,1010950,Sunny Rigg 1 Roman temporary camp,12/12/1928 12:00:00 AM,7/14/1997 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010950,1.14088337346791,NY 69542 65644,369542,565644,Sunny Rigg 1 Roman temporary camp,,,,,,-1,0,-1,,,1118,9142,1010950,1928/12/12,1997/07/14,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010950,1.14088337346791,NY 69542 65644,369542.34000206,565643.85536532,430.001051458776,11399.9970619639,-2.4774763019086437,54.98445431343985
9141,1010952,Sunny Rigg 3 Roman temporary camp,12/12/1928 12:00:00 AM,7/14/1997 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010952,0.268923703493826,NY 70056 65894,370056,565894,Sunny Rigg 3 Roman temporary camp,,,,,,-1,0,-1,,,1117,9144,1010952,1928/12/12,1997/07/14,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010952,0.268923703493826,NY 70056 65894,370055.8390026,565894.23550702,207.526080409974,2687.15199998114,-2.4694709468112332,54.98673205810331
9144,1010955,Crooks Roman temporary camp,12/12/1928 12:00:00 AM,7/14/1997 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010955,2.21618073371998,NY 63618 65619,363618,565619,Crooks Roman temporary camp,,,,,,-1,0,-1,,,1124,9147,1010955,1928/12/12,1997/07/14,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010955,2.21618073371998,NY 63618 65619,363617.63700103,565619.33945618,598.574510606194,22144.857506946,-2.5700382837974867,54.9838309301816
9156,1010967,Aleck Low bowl barrow,10/9/1981 12:00:00 AM,7/13/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010967,0.0451649181720208,SK 17486 59480,417486,359480,Aleck Low bowl barrow,,,,,,-1,0,-1,,,1114,9159,1010967,1981/10/09,1992/07/13,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010967,0.045164918172021,SK 17486 59480,417485.78000068,359480.39200644,75.3455555597445,451.292468500631,-1.740106737586294,53.132197131460195
9157,1010968,Cromwell's Low bowl barrow,3/10/1969 12:00:00 AM,7/10/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010968,0.045196913248345,SK 15345 52671,415345,352671,Cromwell's Low bowl barrow,,,,,,-1,0,-1,,,1115,9160,1010968,1969/03/10,1992/07/10,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010968,0.045196913248345,SK 15345 52671,415344.66900062,352670.6060009,75.3716760669121,451.611375504009,-1.772428893830575,53.071056915850434
9158,1010969,Liffs Low bowl barrow,2/28/1963 12:00:00 AM,7/13/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010969,0.0313716230496654,SK 15312 57669,415312,357669,Liffs Low bowl barrow,,,,,,-1,0,-1,,,1122,9161,1010969,1963/02/28,1992/07/13,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010969,0.031371623049665,SK 15312 57669,415312.26500129,357669.29599952,62.7931963314182,313.467902497045,-1.7726850439002746,53.11598463520733
9160,1010971,Moneystones bowl barrow south,5/20/1963 12:00:00 AM,7/13/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010971,0.0379844382977146,SK 15167 61524,415167,361524,Moneystones bowl barrow south,,,,,,-1,0,-1,,,1116,9163,1010971,1963/05/20,1992/07/13,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010971,0.037984438297715,SK 15167 61524,415167.38500023,361524.46999931,69.0956267067007,379.543687000294,-1.774670391955045,53.150640926345446
9187,1010998,End Low bowl barrow,2/28/1963 12:00:00 AM,7/13/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010998,0.0490515740572373,SK 15604 60562,415604,360562,End Low bowl barrow,,,,,,-1,0,-1,,,1111,9190,1010998,1963/02/28,1992/07/13,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010998,0.049051574057237,SK 15604 60562,415604.2329998,360561.6970005,78.517713241536,490.127586497659,-1.7681827261965604,53.14198110819177
9188,1010999,Hawks Low bowl barrow,6/10/1970 12:00:00 AM,12/10/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010999,0.125535824127239,SK 17014 56739,417014,356739,Hawks Low bowl barrow,,,,,,-1,0,-1,,,1112,9191,1010999,1970/06/10,1992/12/10,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1010999,0.125535824127239,SK 17014 56739,417014.34300041,356739.29500008,125.61029311437,1254.36625798388,-1.7473055894229539,53.10757374327731
9198,1011009,Cross Low bowl barrow,7/22/1964 12:00:00 AM,7/13/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011009,0.0975804341305894,SK 16185 55531,416185,355531,Cross Low bowl barrow,,,,,,-1,0,-1,,,1108,9201,1011009,1964/07/22,1992/07/13,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011009,0.097580434130589,SK 16185 55531,416184.81000137,355530.75746437,113.876898109606,975.03260549953,-1.7597491408927057,53.09674072880459
9199,1011010,Vincent Knoll bowl barrow,6/10/1970 12:00:00 AM,7/13/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011010,0.0324460372552029,SK 13719 63568,413719,363568,Vincent Knoll bowl barrow,,,,,,-1,0,-1,,,1102,9202,1011010,1970/06/10,1992/07/13,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011010,0.032446037255203,SK 13719 63568,413718.91000175,363567.83950042,63.8600950610723,324.203184002708,-1.7962345667766941,53.16905311116404
9200,1011011,Bowl barrow in Ashenbank Wood south of Cobham Park reservoir,12/22/1977 12:00:00 AM,7/9/1991 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011011,0.0705448632567338,TQ 67384 69343,567384,169343,Bowl barrow in Ashenbank Wood south of Cobham Park reservoir,,,,,,-1,0,-1,,,1103,9203,1011011,1977/12/22,1991/07/09,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011011,0.070544863256734,TQ 67384 69343,567384.45000267,169342.70900154,94.1997092258193,705.371507999719,0.4047827081193803,51.39842737180142
9205,1011016,Brandon Camp large univallate hillfort and ring ditch 350m north east of Warwick House.,11/28/1934 12:00:00 AM,7/17/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011016,5.85961011265325,SO 40018 72389,340018,272389,Brandon Camp large univallate hillfort and ring ditch 350m north east of Warwick House.,,,,,,-1,0,-1,,,1144,9208,1011016,1934/11/28,1995/07/17,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011016,5.85961011265325,SO 40018 72389,340017.64050102,272389.43461847,910.482893644969,58554.5549525139,-2.8819460402639017,52.34627722096345
9207,1011018,"Downton motte, a motte castle 100m north west of St Giles' Church",1/6/1972 12:00:00 AM,7/4/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011018,0.15797983381973,SO 42718 73465,342718,273465,"Downton motte, a motte castle 100m north west of St Giles' Church",,,,,,-1,0,-1,,,1145,9210,1011018,1972/01/06,1995/07/04,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011018,0.15797983381973,SO 42718 73465,342717.8675003,273465.11024834,142.089516222258,1578.66600249584,-2.842499342732873,52.35623882585905
9211,1011022,Hoarstone stone circle and two round cairns 400m north west of Holly Cottage,2/17/1927 12:00:00 AM,3/10/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011022,0.189493276599252,SO 32404 99923,332404,299923,Hoarstone stone circle and two round cairns 400m north west of Holly Cottage,,,,,,-1,0,-1,,,1107,9214,1011022,1927/02/17,1995/03/10,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011022,0.189493276599252,SO 32404 99923,332404.06200218,299923.42019548,160.375340300957,1893.63444900525,-2.999292084914226,52.59288243696382
9212,1011023,Roveries Hill Camp slight univallate hillfort 400m north east of The Roveries,3/31/1949 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011023,4.17866553707962,SO 32534 92491,332534,292491,Roveries Hill Camp slight univallate hillfort 400m north east of The Roveries,,,,,,-1,0,-1,,,1109,9215,1011023,1949/03/31,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011023,4.17866553707962,SO 32534 92491,332533.5625019,292491.09014894,786.13525564031,41758.0090079071,-2.9958589769182633,52.52609627407125
9213,1011024,Slight univallate hillfort 600m north of Roveries House,3/31/1942 12:00:00 AM,6/20/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011024,2.38676096765102,SO 32289 92722,332289,292722,Slight univallate hillfort 600m north of Roveries House,,,,,,-1,0,-1,,,1110,9216,1011024,1942/03/31,1995/06/20,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011024,2.38676096765102,SO 32289 92722,332289.29700088,292721.89820808,618.392931772271,23851.2665320219,-2.9995167563120093,52.52814217802773
9220,1011031,Grafton deserted medieval village and ornamental moat,6/4/1992 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011031,1.03024875278042,SJ 44855 51325,344855,351325,Grafton deserted medieval village and ornamental moat,,,,,,-1,0,-1,,,1120,9223,1011031,1992/06/04,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011031,1.03024875278041,SJ 44855 51325,344854.57700157,351324.54008691,388.421529430267,10295.0423589816,-2.8242117163874894,53.056318240880785
9221,1011032,Two bowl barrows on Long Hill,11/16/1934 12:00:00 AM,12/18/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011032,0.14683744881019,SU 89004 45423,489004,145423,Two bowl barrows on Long Hill,,,,,,-1,0,-1,,,1119,9224,1011032,1934/11/16,1992/12/18,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011032,0.14683744881019,SU 89004 45423,489004.3200016,145422.71300663,155.730435816908,1467.48955052942,-0.7274689330968448,51.201098236488356
9223,1011034,"Stoke Doyle moated site, near Oundle.",1/22/1992 12:00:00 AM,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011034,0.571922899033799,TL 02838 85965,502838,285965,"Stoke Doyle moated site, near Oundle.",,,,,,-1,0,-1,,,1106,9226,1011034,1992/01/22,,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011034,0.571922899033799,TL 02838 85965,502838.3750019,285964.72569737,305.305485745644,5716.15416148499,-0.48780510340918853,52.461956991177644
9226,1011037,Slipton Lodge moated site.,12/10/1951 12:00:00 AM,1/30/1992 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011037,1.50407495762624,SP 95009 81236,495009,281236,Slipton Lodge moated site.,,,,,,-1,0,-1,,,1101,9229,1011037,1951/12/10,1992/01/30,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011037,1.50407495762624,SP 95009 81236,495009.01600075,281236.44592219,493.828316200334,15032.0910165582,-0.6043413091070641,52.420872308902226
9228,1011039,Bell barrow 450m south of A344 on Winterbourne Stoke Down,3/10/1925 12:00:00 AM,3/21/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011039,0.193286523618977,SU 10047 42378,410047,142378,Bell barrow 450m south of A344 on Winterbourne Stoke Down,,,,,,-1,0,-1,,,1121,9231,1011039,1925/03/10,1995/03/21,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011039,0.193286523618977,SU 10047 42378,410047.49699974,142378.34300041,156.433361041157,1931.32894851269,-1.8576444779084744,51.18054801115204
9229,1011040,Bowl barrow 400m south of A344 on Winterbourne Stoke Down,3/10/1925 12:00:00 AM,3/21/1995 12:00:00 AM,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011040,0.193288761127185,SU 10137 42384,410137,142384,Bowl barrow 400m south of A344 on Winterbourne Stoke Down,,,,,,-1,0,-1,,,1104,9232,1011040,1925/03/10,1995/03/21,1:10000,https://historicengland.org.uk/listing/the-list/list-entry/1011040,0.193288761127185,SU 10137 42384,410136.7689991,142384.18350029,156.434269008507,1931.35136901636,-1.856356741898189,51.180600391987404
